entry_time,exit_time,dir,pnl,result,exit_type,month
2025-10-13 12:00:00+00:00,2025-10-14 09:00:00+00:00,1,-70.95892857142587,loss,SL,2025-10
2025-10-14 14:00:00+00:00,2025-10-15 04:18:00+00:00,-1,82.7268749999945,win,HALF+TP,2025-10
2025-10-15 09:00:00+00:00,2025-10-15 09:11:00+00:00,-1,33.764375000004065,win,HALF+TP,2025-10
2025-10-15 17:00:00+00:00,2025-10-16 19:32:00+00:00,-1,129.50812500000666,win,HALF+TP,2025-10
2025-10-16 20:00:00+00:00,2025-10-21 08:38:00+00:00,-1,-108.11696428571338,loss,SL,2025-10
2025-10-21 09:00:00+00:00,2025-10-27 08:14:00+00:00,1,240.42374999999936,win,HALF+TP,2025-10
2025-10-27 11:00:00+00:00,2025-10-27 11:33:00+00:00,1,-21.9894642857156,loss,SL,2025-10
2025-10-27 14:00:00+00:00,2025-10-27 14:23:00+00:00,1,-10.70142857142855,loss,SL,2025-10
2025-10-27 16:00:00+00:00,2025-10-27 21:49:00+00:00,1,30.095178571431802,win,HALF+SL,2025-10
2025-10-27 23:00:00+00:00,2025-10-28 02:38:00+00:00,1,-18.34249999999713,loss,SL,2025-10
2025-10-28 04:00:00+00:00,2025-10-29 03:00:00+00:00,-1,108.50999999999829,win,HALF+TP,2025-10
2025-10-29 04:00:00+00:00,2025-10-29 08:21:00+00:00,-1,-68.57982142857111,loss,SL,2025-10
2025-10-29 16:00:00+00:00,2025-10-29 20:31:00+00:00,-1,36.495892857143986,win,HALF+SL,2025-10
2025-10-30 02:00:00+00:00,2025-10-30 03:14:00+00:00,1,11.378035714287194,win,HALF+SL,2025-10
2025-10-30 09:00:00+00:00,2025-10-30 16:04:00+00:00,1,185.27124999999387,win,HALF+TP,2025-10
2025-10-30 18:00:00+00:00,2025-10-31 02:39:00+00:00,1,-28.89642857142576,loss,SL,2025-10
2025-10-31 10:00:00+00:00,2025-11-04 07:30:00+00:00,1,-42.38196428571257,loss,SL,2025-10
2025-11-04 08:00:00+00:00,2025-11-04 11:21:00+00:00,-1,38.23910714286001,win,HALF+SL,2025-11
2025-11-04 12:00:00+00:00,2025-11-05 05:46:00+00:00,-1,29.804107142857106,win,HALF+SL,2025-11
2025-11-05 07:00:00+00:00,2025-11-05 08:18:00+00:00,-1,-11.466964285710901,loss,SL,2025-11
2025-11-05 09:00:00+00:00,2025-11-06 10:27:00+00:00,1,27.982321428578416,win,HALF+SL,2025-11
2025-11-06 12:00:00+00:00,2025-11-09 22:04:00+00:00,-1,35.55339285714467,win,HALF+SL,2025-11
2025-11-09 23:00:00+00:00,2025-11-11 15:25:00+00:00,1,50.11696428571497,win,HALF+SL,2025-11
2025-11-11 17:00:00+00:00,2025-11-12 15:24:00+00:00,1,126.54187500001512,win,HALF+TP,2025-11
2025-11-12 22:00:00+00:00,2025-11-13 03:58:00+00:00,1,15.143035714288544,win,HALF+SL,2025-11
2025-11-13 06:00:00+00:00,2025-11-13 09:40:00+00:00,1,12.837500000000546,win,HALF+SL,2025-11
2025-11-13 17:00:00+00:00,2025-11-14 17:06:00+00:00,-1,36.42714285714419,win,HALF+SL,2025-11
2025-11-16 22:00:00+00:00,2025-11-16 22:37:00+00:00,1,20.289375000004384,win,HALF+TP,2025-11
2025-11-16 23:00:00+00:00,2025-11-17 01:01:00+00:00,1,-13.442857142854336,loss,SL,2025-11
2025-11-17 02:00:00+00:00,2025-11-17 02:22:00+00:00,1,-17.814821428572714,loss,SL,2025-11
2025-11-17 03:00:00+00:00,2025-11-17 17:10:00+00:00,1,84.78500000000793,win,HALF+TP,2025-11
2025-11-18 02:00:00+00:00,2025-11-18 03:39:00+00:00,1,-12.139821428567643,loss,SL,2025-11
2025-11-18 11:00:00+00:00,2025-11-18 15:26:00+00:00,1,27.45071428571748,win,HALF+SL,2025-11
2025-11-18 20:00:00+00:00,2025-11-20 03:52:00+00:00,1,239.4543750000082,win,HALF+TP,2025-11
2025-11-20 06:00:00+00:00,2025-11-20 09:48:00+00:00,1,15.848214285716722,win,HALF+SL,2025-11
